编号,游戏名称,中文名,中文名_clean,GBA.ZH
GBA#801,"Dragon Ball Z - The Legacy of Goku (Europe) (En,Fr,De,Es,It)","七龙珠Z-悟空遗产传说 （欧版） (En,Fr,De,Es,It)",七龙珠Z-悟空遗产传说,
GBA#802,Dragon Ball Z - The Legacy of Goku (USA),七龙珠Z-悟空遗产传说 （美版）,七龙珠Z-悟空遗产传说,
GBA#803,"Dragon Ball Z - The Legacy of Goku II (Europe) (En,Fr,De,Es,It)","龙珠Z-悟空的遗产2 （欧版） (En,Fr,De,Es,It)",龙珠Z-悟空的遗产2,
GBA#804,Dragon Ball Z - The Legacy of Goku II (USA),龙珠Z-悟空的遗产2 （美版）,龙珠Z-悟空的遗产2,
GBA#805,Dragon Ball Z - The Legacy of Goku II International (Japan),龙珠Z-悟空的遗产2 （日版）,龙珠Z-悟空的遗产2,
GBA#806,Dragon Drive - World D Break (Japan),骑龙少年 （日版）,骑龙少年,
GBA#807,Dragon Quest Characters - Torneko no Daibouken 2 Advance - Fushigi no Dungeon (Japan),特鲁尼克大冒险2-不可思议的迷宫 （日版）,特鲁尼克大冒险2-不可思议的迷宫,
GBA#808,Dragon Quest Characters - Torneko no Daibouken 3 Advance - Fushigi no Dungeon (Japan),特鲁尼克大冒险2-不可思议的迷宫 （日版）,特鲁尼克大冒险2-不可思议的迷宫,
GBA#809,Dragon Quest Monsters - Caravan Heart (Japan),勇者斗恶龙怪物篇3-旅团之心 （日版）,勇者斗恶龙怪物篇3-旅团之心,
GBA#810,Dragon Tales - Dragon Adventures (USA),龙之传说-巨龙冒险 （美版）,龙之传说-巨龙冒险,
GBA#811,"Dragon's Rock (Europe) (En,Fr,De,Es,It)","洛克龙大冒险 （欧版） (En,Fr,De,Es,It)",洛克龙大冒险,
GBA#812,"Drake & Josh (USA) (En,Fr)","德雷克和约什 （美版） (En,Fr)",德雷克和约什,
GBA#813,"Drill Dozer (Europe) (En,Fr,De,Es,It) (Wii U Virtual Console)","螺旋破碎机-轰振 （欧版） (En,Fr,De,Es,It) (Wii U Virtual Console)",螺旋破碎机-轰振,
GBA#814,Drill Dozer (USA),螺旋破碎机-轰振 （美版）,螺旋破碎机-轰振,
GBA#815,"Driv3r (Europe) (En,Fr,De,Es,It)","极道无间-横冲直撞3 （欧版） (En,Fr,De,Es,It)",极道无间-横冲直撞3,
GBA#816,Driv3r (USA),极道无间-横冲直撞3 （美版）,极道无间-横冲直撞3,
GBA#817,"Driven (Europe) (En,Fr,De,Es,It)","生死时速车 （欧版） (En,Fr,De,Es,It)",生死时速车,
GBA#818,"Driven (USA) (En,Fr,De,Es,It)","生死时速车 （美版） (En,Fr,De,Es,It)",生死时速车,
GBA#819,"Driver 2 Advance (Europe) (En,Fr,De,Es,It)","生死时速车2A （欧版） (En,Fr,De,Es,It)",生死时速车2A,
GBA#820,"Driver 2 Advance (Europe) (En,Fr,De,Es,It) (Beta)","生死时速车2A （欧版） (En,Fr,De,Es,It) （测试版）",生死时速车2A,
GBA#821,Driver 2 Advance (USA),生死时速车2A （美版）,生死时速车2A,
GBA#822,"Drome Racers (Europe) (En,Fr,De,Da)","乐高疯狂赛车 （欧版） (En,Fr,De,Da)",乐高疯狂赛车,
GBA#823,Drome Racers (USA),乐高疯狂赛车 （美版）,乐高疯狂赛车,
GBA#824,"Droopy's Tennis Open (Europe) (En,Fr,De,Es,It,Nl)","杜皮狗之网球公开赛 （欧版） (En,Fr,De,Es,It,Nl)",杜皮狗之网球公开赛,
GBA#825,"Droopy's Tennis Open (Europe) (En,Fr,De,Es,It,Nl) (Beta)","杜皮狗之网球公开赛 （欧版） (En,Fr,De,Es,It,Nl) （测试版）",杜皮狗之网球公开赛,
GBA#826,Dual Blades (Japan),双刃 （日版）,双刃,
GBA#827,Dual Blades (USA),双刃 （美版）,双刃,
GBA#828,Duel Masters (Japan),卡牌决斗高手1 （日版）,卡牌决斗高手1,
GBA#829,"Duel Masters - Kaijudo Showdown (Europe) (En,Fr,De,Es,It)","卡片决斗高手1 （欧版） (En,Fr,De,Es,It)",卡片决斗高手1,
GBA#830,Duel Masters - Kaijudo Showdown (USA),卡片决斗高手1 （美版）,卡片决斗高手1,
GBA#831,"Duel Masters - Sempai Legends (Europe) (En,Fr,De,Es,It)","卡片决斗高手-永恒的传说 （欧版） (En,Fr,De,Es,It)",卡片决斗高手-永恒的传说,
GBA#832,Duel Masters - Sempai Legends (USA),卡片决斗高手-永恒的传说 （美版）,卡片决斗高手-永恒的传说,
GBA#833,"Duel Masters - Shadow of the Code (Europe) (En,Fr,De,Es,It)","卡片决斗高手-影子代号 （欧版） (En,Fr,De,Es,It)",卡片决斗高手-影子代号,
GBA#834,Duel Masters - Shadow of the Code (USA),卡片决斗高手-影子代号 （美版）,卡片决斗高手-影子代号,
GBA#835,Duel Masters 2 - Invincible Advance (Japan),卡片对决高手2 （日版）,卡片对决高手2,
GBA#836,Duel Masters 2 - Kirifuda Shoubu Ver. (Japan),卡片对决高手2 （日版）,卡片对决高手2,
GBA#837,Duel Masters 3 (Japan),卡片决斗高手3 （日版）,卡片决斗高手3,
GBA#838,Duel Masters 3 (Japan) (Rev 1),卡片决斗高手3 （日版） （修正版 1）,卡片决斗高手3,
GBA#839,"Duke Nukem Advance (Europe) (En,Fr,De,It)","毁灭公爵A （欧版） (En,Fr,De,It)",毁灭公爵A,
GBA#840,Duke Nukem Advance (USA),毁灭公爵A （美版）,毁灭公爵A,
GBA#841,"Dungeons & Dragons - Eye of the Beholder (Europe) (En,Fr,De,Es,It)","龙与地下城-魔眼杀机 （欧版） (En,Fr,De,Es,It)",龙与地下城-魔眼杀机,
GBA#842,Dungeons & Dragons - Eye of the Beholder (USA),龙与地下城-魔眼杀机 （美版）,龙与地下城-魔眼杀机,
GBA#843,"Dynasty Warriors Advance (Europe) (En,Fr,De,Es,It)","三国无双A （欧版） (En,Fr,De,Es,It)",三国无双A,
GBA#844,Dynasty Warriors Advance (USA),三国无双A （美版）,三国无双A,
GBA#845,e-Reader (USA),E-Book浏览器r （美版）,E-Book浏览器r,
GBA#846,"E.T. - The Extra-Terrestrial (Europe) (En,Fr,De,Es,It,Nl)","外星人-着陆 （欧版） (En,Fr,De,Es,It,Nl)",外星人-着陆,
GBA#847,E.T. - The Extra-Terrestrial (USA),外星人-着陆 （美版）,外星人-着陆,
GBA#848,"Earthworm Jim (USA, Europe)",蚯蚓吉姆 （美版 欧版）,蚯蚓吉姆,
GBA#849,"Earthworm Jim 2 (Europe) (En,Fr,De,Es,It)","蚯蚓吉姆2 （欧版） (En,Fr,De,Es,It)",蚯蚓吉姆2,
GBA#850,Earthworm Jim 2 (USA),蚯蚓吉姆2 （美版）,蚯蚓吉姆2,
GBA#851,"Ecks V Sever (Europe) (En,Fr,De,Es,It)","艾克斯VS瑟娃 （欧版） (En,Fr,De,Es,It)",艾克斯VS瑟娃,
GBA#852,"Ecks vs Sever (USA) (En,Fr,De,Es,It)","艾克斯VS瑟娃 （美版） (En,Fr,De,Es,It)",艾克斯VS瑟娃,
GBA#853,"Ecks vs. Sever II - Ballistic (Europe) (En,Fr,De,Es,It)","艾克斯VS瑟娃-弹道专家2 （欧版） (En,Fr,De,Es,It)",艾克斯VS瑟娃-弹道专家2,
GBA#854,"Ed, Edd n Eddy - Jawbreakers! (Europe) (En,Fr,De,Es,It)","Ed Edd和Eddy-唠叨的家伙们! （欧版） (En,Fr,De,Es,It)",Ed Edd和Eddy-唠叨的家伙们!,
GBA#855,"Ed, Edd n Eddy - Jawbreakers! (USA)",Ed Edd和Eddy-唠叨的家伙们! （美版）,Ed Edd和Eddy-唠叨的家伙们!,
GBA#856,"Ed, Edd n Eddy - Jawbreakers! (USA) (Rev 1)",Ed Edd和Eddy-唠叨的家伙们! （美版） （修正版 1）,Ed Edd和Eddy-唠叨的家伙们!,
GBA#857,"Ed, Edd n Eddy - The Mis-Edventures (Europe) (En,Fr)","顽皮小鬼混乱大冒险 （欧版） (En,Fr)",顽皮小鬼混乱大冒险,
GBA#858,"Ed, Edd n Eddy - The Mis-Edventures (USA) (En,Fr)","顽皮小鬼混乱大冒险 （美版） (En,Fr)",顽皮小鬼混乱大冒险,
GBA#859,"Egg Mania (USA) (En,Fr,Es)","战斗蛋方块 （美版） (En,Fr,Es)",战斗蛋方块,
GBA#860,Egg Mania - Tsukande! Mawashite! Dossun Puzzle!! (Japan),战斗蛋方块 （日版）,战斗蛋方块,
GBA#861,"Eggo Mania (Europe) (En,Fr,De,Es,It,Nl)","战斗蛋方块 （欧版） (En,Fr,De,Es,It,Nl)",战斗蛋方块,
GBA#862,"Eggo Mania (Europe) (En,Fr,De,Es,It,Nl) (Beta)","战斗蛋方块 （欧版） (En,Fr,De,Es,It,Nl) （测试版）",战斗蛋方块,
GBA#863,Elemix! (Japan),艾列米克斯物语! （日版）,艾列米克斯物语!,
GBA#864,Elevator Action - Old & New (Japan),电梯大作战-新版&旧版 （日版）,电梯大作战-新版&旧版,
GBA#865,"Elf - The Movie (Europe) (En,Fr,De,Es,It)","圣诞精灵－电影版 （欧版） (En,Fr,De,Es,It)",圣诞精灵－电影版,
GBA#866,"Elf - The Movie (USA) (En,Fr,De,Es,It)","圣诞精灵－电影版 （美版） (En,Fr,De,Es,It)",圣诞精灵－电影版,
GBA#867,Elf Bowling 1 & 2 (USA),精灵保龄球1&2 （美版）,精灵保龄球1&2,
GBA#868,"Enchanted - Once Upon Andalasia (USA) (En,Fr)","迪斯尼曼哈顿奇缘 （美版） (En,Fr)",迪斯尼曼哈顿奇缘,
GBA#869,"Eragon (Europe) (En,Fr,De,Es,It)","龙骑士 （欧版） (En,Fr,De,Es,It)",龙骑士,
GBA#870,Eragon (USA),龙骑士 （美版）,龙骑士,
GBA#871,Erementar Gerad - Tozasareshi Uta (Japan),武器种族传说-封印之诗歌 （日版）,武器种族传说-封印之诗歌,
GBA#872,ESPN Final Round Golf (Europe),ESPN高尔夫总决赛 （欧版）,ESPN高尔夫总决赛,
GBA#873,ESPN Final Round Golf 2002 (USA),ESPN高尔夫总决赛2002 （美版）,ESPN高尔夫总决赛2002,
GBA#874,ESPN Great Outdoor Games - Bass 2002 (USA),ESPN非常户外运动巴斯钓鱼2002 （美版）,ESPN非常户外运动巴斯钓鱼2002,
GBA#875,ESPN Great Outdoor Games - Bass Tournament (Europe),ESPN户外运动-巴斯钓鱼2002 （欧版）,ESPN户外运动-巴斯钓鱼2002,
GBA#876,ESPN International Winter Sports (Europe),ESPN盐湖城冬季奥运2002 （欧版）,ESPN盐湖城冬季奥运2002,
GBA#877,ESPN International Winter Sports 2002 (USA),ESPN国际冬季运动会2002 （美版）,ESPN国际冬季运动会2002,
GBA#878,ESPN Winter X-Games Snowboarding 2 (Europe),ESPN冬季运动会-滑雪板2 （欧版）,ESPN冬季运动会-滑雪板2,
GBA#879,ESPN Winter X-Games Snowboarding 2002 (Japan) (En),ESPN冬季运动会-滑雪板2002 （日版） (En),ESPN冬季运动会-滑雪板2002,
GBA#880,ESPN Winter X-Games Snowboarding 2002 (USA),ESPN冬季运动会-滑雪板2002 （美版）,ESPN冬季运动会-滑雪板2002,
GBA#881,"ESPN X-Games Skateboarding (Europe) (En,Fr,De,Es,It)","ESPN-X-溜冰板游戏 （欧版） (En,Fr,De,Es,It)",ESPN-X-溜冰板游戏,
GBA#882,ESPN X-Games Skateboarding (Japan) (En),ESPN-X-溜冰板游戏 （日版） (En),ESPN-X-溜冰板游戏,
GBA#883,ESPN X-Games Skateboarding (USA),ESPN-X-溜冰板游戏 （美版）,ESPN-X-溜冰板游戏,
GBA#884,"Essence of War, The - Glory Days (Europe) (En,Fr,De,Es,It)","超级陆战争 （欧版） (En,Fr,De,Es,It)",超级陆战争,
GBA#885,"European Super League (Europe) (En,Fr,De,Es,It)","欧洲超级联盟足球赛 （欧版） (En,Fr,De,Es,It)",欧洲超级联盟足球赛,
GBA#886,everGirl (USA),曾经女孩 （美版）,曾经女孩,
GBA#887,EX Monopoly (Japan),大富翁EX垄断 （日版）,大富翁EX垄断,
GBA#888,EX Monopoly (Japan) (Rev 1),大富翁EX垄断 （日版） （修正版 1）,大富翁EX垄断,
GBA#889,Exciting Bass (Japan),刺激钓鱼 （日版）,刺激钓鱼,
GBA#890,Expedition der Stachelbeeren - Zoff im Zoo (Germany),狂野丛林-猎杀黑猩猩 （德国版）,狂野丛林-猎杀黑猩猩,
GBA#891,"Extreme Ghostbusters - Code Ecto-1 (Europe) (En,Fr,De,Es,It,Pt)","捉鬼特工队-Ecto-1行动 （欧版） (En,Fr,De,Es,It,Pt)",捉鬼特工队-Ecto-1行动,
GBA#892,Extreme Ghostbusters - Code Ecto-1 (USA),捉鬼特工队-Ecto-1行动 （美版）,捉鬼特工队-Ecto-1行动,
GBA#893,"Extreme Skate Adventure (Europe) (Fr,De)","迪斯尼究级滑板 （欧版） (Fr,De)",迪斯尼究级滑板,
GBA#894,Extreme Skate Adventure (USA) (Rev 1),迪斯尼究级滑板 （美版） （修正版 1）,迪斯尼究级滑板,
GBA#895,"Extreme Skate Adventure (USA, Europe)",迪斯尼究级滑板 （美版 欧版）,迪斯尼究级滑板,
GBA#896,Eyeshield 21 - DevilBats DevilDays (Japan),极速达阵21-恶魔蝙蝠恶魔日 （日版）,极速达阵21-恶魔蝙蝠恶魔日,
GBA#897,EZ-Talk - Shokyuu Hen 1 (Japan),简单说英语1 （日版）,简单说英语1,
GBA#898,EZ-Talk - Shokyuu Hen 2 (Japan),简单说英语2 （日版）,简单说英语2,
GBA#899,EZ-Talk - Shokyuu Hen 3 (Japan),简单说英语3 （日版）,简单说英语3,
GBA#900,EZ-Talk - Shokyuu Hen 4 (Japan),简单说英语4 （日版）,简单说英语4,
GBA#901,EZ-Talk - Shokyuu Hen 5 (Japan),简单说英语5 （日版）,简单说英语5,
GBA#902,EZ-Talk - Shokyuu Hen 6 (Japan),简单说英语6 （日版）,简单说英语6,
GBA#903,"F-14 Tomcat (USA, Europe)",F-14雄猫 （美版 欧版）,F-14雄猫,
GBA#904,F-Zero - Climax (Japan),零式赛车-高潮 （日版）,零式赛车-高潮,
GBA#905,F-Zero - Falcon Densetsu (Japan),零式赛车-猎鹰传说 （日版）,零式赛车-猎鹰传说,
GBA#906,"F-Zero - GP Legend (Europe) (En,Fr,De,Es,It)","零式赛车-GP传说 （欧版） (En,Fr,De,Es,It)",零式赛车-GP传说,
GBA#907,"F-Zero - GP Legend (Europe) (En,Fr,De,Es,It) (Wii U Virtual Console)","零式赛车-GP传说 （欧版） (En,Fr,De,Es,It) (Wii U Virtual Console)",零式赛车-GP传说,
GBA#908,F-Zero - GP Legend (USA),零式赛车-GP传说 （美版）,零式赛车-GP传说,
GBA#909,F-Zero - GP Legend (USA) (Wii U Virtual Console),零式赛车-GP传说 （美版） (Wii U Virtual Console),零式赛车-GP传说,
GBA#910,F-Zero - Maximum Velocity (USA) (Wii U Virtual Console),最高时速赛车 （美版） (Wii U Virtual Console),最高时速赛车,
GBA#911,"F-Zero - Maximum Velocity (USA, Europe)",最高时速赛车 （美版 欧版）,最高时速赛车,
GBA#912,F-Zero for Game Boy Advance (Japan),最高时速赛车 （日版）,最高时速赛车,
GBA#913,"F1 2002 (Europe) (En,Fr,De,Es,It)","F1大奖赛车2002 （欧版） (En,Fr,De,Es,It)",F1大奖赛车2002,
GBA#914,"F1 2002 (USA, Europe)",F1大奖赛车2002 （美版 欧版）,F1大奖赛车2002,
GBA#915,F24 Stealth Fighter (USA),F-24-秘密行动 （美版）,F-24-秘密行动,
GBA#916,"Fairly OddParents!, The - Breakin' da Rules (USA)",正义双亲之叛逆的惩罚 （美版）,正义双亲之叛逆的惩罚,
GBA#917,"Fairly OddParents!, The - Clash with the Anti-World (Europe) (En,De,Es,Nl)","正义双亲的反斗家族-反物质世界的突变 （欧版） (En,De,Es,Nl)",正义双亲的反斗家族-反物质世界的突变,
GBA#918,"Fairly OddParents!, The - Clash with the Anti-World (USA)",正义双亲的反斗家族-反物质世界的突变 （美版）,正义双亲的反斗家族-反物质世界的突变,
GBA#919,"Fairly OddParents!, The - Enter the Cleft (USA)",正义双亲之过关斩将 （美版）,正义双亲之过关斩将,
GBA#920,"Fairly OddParents!, The - Shadow Showdown (Europe)",反斗家族之暗影决战 （欧版）,反斗家族之暗影决战,
GBA#921,"Fairly OddParents!, The - Shadow Showdown (USA)",反斗家族之暗影决战 （美版）,反斗家族之暗影决战,
GBA#922,Famicom Mini - Dai-2-ji Super Robot Taisen (Japan) (Promo),FC mini 第二次机器人大战 （日版） (Promo),FC mini 第二次机器人大战,
GBA#923,Famicom Mini - Kidou Senshi Z Gundam - Hot Scramble (Japan) (Promo),FC mini 机动战士Z高达 紧急起飞 （日版） (Promo),FC mini 机动战士Z高达 紧急起飞,
GBA#924,Famicom Mini 01 - Super Mario Bros. (Japan) (En) (Rev 1),任天堂FC珍藏游戏系列第1辑-超级马里奥 （日版） (En) （修正版 1）,任天堂FC珍藏游戏系列第1辑-超级马里奥,
GBA#925,Famicom Mini 02 - Donkey Kong (Japan) (En),任天堂FC珍藏游戏系列第2辑-大金钢 （日版） (En),任天堂FC珍藏游戏系列第2辑-大金钢,
GBA#926,Famicom Mini 03 - Ice Climber (Japan) (En),任天堂FC珍藏游戏系列第3辑-冰人 （日版） (En),任天堂FC珍藏游戏系列第3辑-冰人,
GBA#927,Famicom Mini 04 - Excitebike (Japan) (En),任天堂FC珍藏游戏系列第4辑-机车大赛 （日版） (En),任天堂FC珍藏游戏系列第4辑-机车大赛,
GBA#928,Famicom Mini 05 - Zelda no Densetsu 1 - The Hyrule Fantasy (Japan),任天堂FC珍藏游戏系列第5辑-赛尔达传说 （日版）,任天堂FC珍藏游戏系列第5辑-赛尔达传说,
GBA#929,Famicom Mini 06 - Pac-Man (Japan) (En),任天堂FC珍藏游戏系列第6辑-吃豆 （日版） (En),任天堂FC珍藏游戏系列第6辑-吃豆,
GBA#930,Famicom Mini 07 - Xevious (Japan) (En),任天堂FC珍藏游戏系列第7辑-铁板阵 （日版） (En),任天堂FC珍藏游戏系列第7辑-铁板阵,
GBA#931,Famicom Mini 08 - Mappy (Japan) (En),任天堂FC珍藏游戏系列第8辑-快乐鼠 （日版） (En),任天堂FC珍藏游戏系列第8辑-快乐鼠,
GBA#932,Famicom Mini 09 - Bomber Man (Japan) (En),任天堂FC珍藏游戏系列第9辑-炸弹人 （日版） (En),任天堂FC珍藏游戏系列第9辑-炸弹人,
GBA#933,Famicom Mini 10 - Star Soldier (Japan) (En),任天堂FC珍藏游戏系列第10辑-雷鸟号 （日版） (En),任天堂FC珍藏游戏系列第10辑-雷鸟号,
GBA#934,Famicom Mini 11 - Mario Bros. (Japan),任天堂FC珍藏游戏系列第11辑-马里奥兄弟 （日版）,任天堂FC珍藏游戏系列第11辑-马里奥兄弟,
GBA#935,Famicom Mini 12 - Clu Clu Land (Japan),任天堂FC珍藏游戏系列第12辑-滚球乐园 （日版）,任天堂FC珍藏游戏系列第12辑-滚球乐园,
GBA#936,Famicom Mini 13 - Balloon Fight (Japan),任天堂FC珍藏游戏系列第13辑-气球岛 （日版）,任天堂FC珍藏游戏系列第13辑-气球岛,
GBA#937,Famicom Mini 14 - Wrecking Crew (Japan),任天堂FC珍藏游戏系列第14辑-拆屋工 （日版）,任天堂FC珍藏游戏系列第14辑-拆屋工,
GBA#938,Famicom Mini 15 - Dr. Mario (Japan),任天堂FC珍藏游戏系列第15辑-马里奥医生 （日版）,任天堂FC珍藏游戏系列第15辑-马里奥医生,
GBA#939,Famicom Mini 16 - Dig Dug (Japan),任天堂FC珍藏游戏系列第16辑-充气人 （日版）,任天堂FC珍藏游戏系列第16辑-充气人,
GBA#940,Famicom Mini 17 - Takahashi Meijin no Bouken-jima (Japan),任天堂FC珍藏游戏系列第17辑-高桥名人的冒险岛 （日版）,任天堂FC珍藏游戏系列第17辑-高桥名人的冒险岛,
GBA#941,Famicom Mini 18 - Makaimura (Japan),任天堂FC珍藏游戏系列第18辑-魔界村 （日版）,任天堂FC珍藏游戏系列第18辑-魔界村,
GBA#942,Famicom Mini 19 - Twin Bee (Japan),任天堂FC珍藏游戏系列第19辑-兵蜂 （日版）,任天堂FC珍藏游戏系列第19辑-兵蜂,
GBA#943,Famicom Mini 20 - Ganbare Goemon! - Karakuri Douchuu (Japan),任天堂FC珍藏游戏系列第20辑-大盗伍右卫门 （日版）,任天堂FC珍藏游戏系列第20辑-大盗伍右卫门,
GBA#944,Famicom Mini 21 - Super Mario Bros. 2 (Japan),任天堂FC珍藏游戏系列第21辑-马里奥兄弟2 （日版）,任天堂FC珍藏游戏系列第21辑-马里奥兄弟2,
GBA#945,Famicom Mini 22 - Nazo no Murasame Jou (Japan),任天堂FC珍藏游戏系列第22辑-迷之村雨城 （日版）,任天堂FC珍藏游戏系列第22辑-迷之村雨城,
GBA#946,Famicom Mini 23 - Metroid (Japan),任天堂FC珍藏游戏系列第23辑-银河战士 （日版）,任天堂FC珍藏游戏系列第23辑-银河战士,
GBA#947,Famicom Mini 24 - Hikari Shinwa - Palthena no Kagami (Japan),任天堂FC珍藏游戏系列第24辑-光神话之镜 （日版）,任天堂FC珍藏游戏系列第24辑-光神话之镜,
GBA#948,Famicom Mini 25 - The Legend of Zelda 2 - Link no Bouken (Japan),任天堂FC珍藏游戏系列第25辑-赛尔达传说2-林克大冒险 （日版）,任天堂FC珍藏游戏系列第25辑-赛尔达传说2-林克大冒险,
GBA#949,"Famicom Mini 26 - Famicom Mukashibanashi - Shin Onigashima - Zen, Kouhen (Japan)",任天堂FC珍藏游戏系列第26辑-新鬼岛 （日版）,任天堂FC珍藏游戏系列第26辑-新鬼岛,
GBA#950,"Famicom Mini 27 - Famicom Tantei Club - Kieta Koukeisha - Zen, Kouhen (Japan)",任天堂FC珍藏游戏系列第27辑-侦探俱乐部1 （日版）,任天堂FC珍藏游戏系列第27辑-侦探俱乐部1,
GBA#951,"Famicom Mini 28 - Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo - Zen, Kouhen (Japan)",任天堂FC珍藏游戏系列第28辑-侦探俱乐部2 （日版）,任天堂FC珍藏游戏系列第28辑-侦探俱乐部2,
GBA#952,Famicom Mini 29 - Akumajou Dracula (Japan),任天堂FC珍藏游戏系列第29辑-恶魔城 （日版）,任天堂FC珍藏游戏系列第29辑-恶魔城,
GBA#953,Famicom Mini 30 - SD Gundam World - Gachapon Senshi Scramble Wars (Japan),任天堂FC珍藏游戏系列第30辑-SD高达战士 （日版）,任天堂FC珍藏游戏系列第30辑-SD高达战士,
GBA#954,Famicom Mini Collection (China) (En) (Proto),FC mini收藏集 （中国版） (En) （工程版）,FC mini收藏集,
